row,item,version,letter,sentence,sentence_spr,comp_q,comp_q_type,comp_q_answer,condition,list,life_status,life_mismatch,fact_mismatch,type,occupation,file_name,year_time,fact_time,year_fact,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp
179,10,37,b,37b,"„Im Jahr*2015*habe ich*in dem Film*‚Terminator: Genisys‘*die Hauptrolle gespielt,“*das schilderte*Jennifer Lawrence*interessierten Fans.","Sie schilderte, dass sie 2015 in ""Terminator: Genisys"" die Hauptrolle gespielt hat.",match,yes,fact mismatch,5,alive,match,mismatch,critical,Actors,Jennifer_Lawrence.jpg,new,new,match,„,Im Jahr,2015,habe ich,in dem,Der,Film,‚,Terminator: Genisys,‘,die Hauptrolle gespielt,",",“,das schilderte,Jennifer Lawrence,Jennifer Lawrence,Arnold Schwarzenegger,no,interessierten Fans.
180,10,39,b,39b,"„Im Jahr*1940*habe ich*in dem Film*‚Der große Diktator‘*die Hauptrolle gespielt,“*das schilderte*Joan Fontaine*interessierten Fans.","Sie schilderte, dass sie 1940 in ""Brief einer Unbekannten"" die Hauptrolle gespielt hat.",fact_mismatch,no,fact mismatch,5,dead,match,mismatch,critical,Actors,Joan_Fontaine.jpg,old,old,match,„,Im Jahr,1940,habe ich,in dem,Der,Film,‚,Der große Diktator,‘,die Hauptrolle gespielt,",",“,das schilderte,Joan Fontaine,Joan Fontaine,Charlie Chaplin,no,interessierten Fans.
183,12,46,d,46d,"„Im Jahr*2020*habe ich*mein Engagement für die*Abschaffung der Apartheid*vorangetrieben,“*das verkündete*Martin Luther King*auf einer Pressekonferenz.","Er schilderte, dass er 2020 sein Engagement gegen Welthunger vorangetrieben hat.",fact_mismatch,no,life-fact mismatch,5,dead,mismatch,mismatch,critical,Activist,Martin_Luther_King.jpg,new,old,mismatch,„,Im Jahr,2020,habe ich,mein,,Engagement für die,,Abschaffung der Apartheid,,vorangetrieben,",",“,das verkündete,Martin Luther King,Martin Luther King,Nelson Mandela,no,auf einer Pressekonferenz.
184,12,48,d,48d,"„Im Jahr*1955*habe ich*mein Engagement für die*Rechte junger Frauen*vorangetrieben,“*das verkündete*Greta Thunberg*auf einer Pressekonferenz.","Sie verkündete, dass sie 1960 ihr Engagement für die Rechte junger Frauen vorangetrieben hat.",year_mismatch,no,life-fact mismatch,5,alive,mismatch,mismatch,critical,Activist,Greta_Thunberg.jpg,old,new,mismatch,„,Im Jahr,1955,habe ich,mein,,Engagement für die,,Rechte junger Frauen,,vorangetrieben,",",“,das verkündete,Greta Thunberg,Greta Thunberg,Malala Yousafzai,no,auf einer Pressekonferenz.
193,17,65,c,65c,"„Im Jahr*2017*habe ich*die Nation*Großbritannien*regiert,“*das berichtete*Winston Churchill*einer Tageszeitung.","Er berichtete, dass er 2013 Spanien regiert hat.",year_fact_mismatch,no,life mismatch,5,dead,mismatch,match,critical,Policitians,Winston_Churchill.jpg,old,old,match,„,Im Jahr,2017,habe ich,die,Die,Nation,,Großbritannien,,regiert,",",“,das berichtete,Winston Churchill,Winston Churchill,Franklin D. Roosevelt,yes,einer Tageszeitung.
194,17,67,c,67c,"„Im Jahr*1942*habe ich*die Nation*Frankreich*regiert,“*das berichtete*Emmanuel Macron*einer Tageszeitung.","Er berichtete, dass er 1944 Frankreich regiert hat.",year_mismatch,no,life mismatch,5,alive,mismatch,match,critical,Policitians,Emmanuel_Macron.jpg,new,new,match,„,Im Jahr,1942,habe ich,die,Die,Nation,,Frankreich,,regiert,",",“,das berichtete,Emmanuel Macron,Emmanuel Macron,Wladimir Putin,yes,einer Tageszeitung.
199,20,78,d,78d,"„Im Jahr*2008*habe ich*meine Erfindung*‚Ford Model T‘*vermarktet,“*das schilderte*Thomas Edison*einer Tageszeitung.","Er schilderte, dass er 2008 das Ford Model T vermarktet hat.",match,yes,life-fact mismatch,1,dead,mismatch,mismatch,critical,Creators,Thomas_Edison.jpg,old,old,match,„,Im Jahr,2008,habe ich,meine,Die,Erfindung,‚,Ford Model T,‘,vermarktet,",",“,das schilderte,Thomas Edison,Thomas Edison,Henry Ford,no,einer Tageszeitung.
200,20,80,d,80d,"„Im Jahr*1908*habe ich*meine Erfindung*‚Facebook‘*vermarktet,“*das schilderte*Elon Musk*einer Tageszeitung.","Er schilderte, dass er Facebook vermarktet hat.",match,yes,life-fact mismatch,1,alive,mismatch,mismatch,critical,Creators,Elon_Musk.jpg,new,new,match,„,Im Jahr,1908,habe ich,meine,Die,Erfindung,‚,Facebook,‘,vermarktet,",",“,das schilderte,Elon Musk,Elon Musk,Mark Zuckerberg,no,einer Tageszeitung.
203,22,86,b,86b,"„Im Jahr*2018*habe ich*in dem Film*‚The Favourite‘*mitgespielt,“*das verkündete*Bradley Cooper*auf dem roten Teppich.","Er verkündete, dass er in ""The Favourite"" mitgespielt hat.",match,yes,fact mismatch,5,alive,match,mismatch,critical,Actors,Bradley_Cooper.jpg,NA,Der,NA,„,Im Jahr,2018,habe ich,in dem,Der,Film,‚,The Favourite,‘,mitgespielt,",",“,das verkündete,Bradley Cooper,Bradley Cooper,Emma Stone,NA,auf dem roten Teppich.
204,22,88,b,88b,"„Im Jahr*1962*habe ich*in dem Film*‚Der längste Tag‘*mitgespielt,“*das verkündete*Omar Sharif*auf dem roten Teppich.","Er verkündete, dass er 1962 in dem Film mitgespielt hat.",match,yes,fact mismatch,5,dead,match,mismatch,critical,Actors,Omar_Sharif.jpg,NA,Der,NA,„,Im Jahr,1962,habe ich,in dem,Der,Film,‚,Der längste Tag,‘,mitgespielt,",",“,das verkündete,Omar Sharif,Omar Sharif,John Wayne,NA,auf dem roten Teppich.
209,25,97,c,97c,"„Im Jahr*2014*habe ich*das Lied*‚I Shot The Sheriff‘*herausgebracht,“*das stellte*Bob Marley*bei einer Pressekonferenz fest.","Er stellte fest, dass er 2014 ""I Shot The Sheriff"" herausgebracht hat.",match,yes,life mismatch,3,dead,mismatch,match,critical,Musicians,Bob_Marley.jpg,new,old,mismatch,„,Im Jahr,2014,habe ich,das,Das,Lied,‚,I Shot The Sheriff,‘,herausgebracht,",",“,das stellte,Bob Marley,Bob Marley,John Lennon,yes,bei einer Pressekonferenz fest.
210,25,99,c,99c,"„Im Jahr*1975*habe ich*das Lied*‚Uptown Funk‘*herausgebracht,“*das stellte*Bruno Mars*bei einer Pressekonferenz fest.","Er stellte fest, dass er 1975 ""Uptown Funk"" herausgebracht hat.",match,yes,life mismatch,3,alive,mismatch,match,critical,Musicians,Bruno_Mars.jpg,old,new,mismatch,„,Im Jahr,1975,habe ich,das,Das,Lied,‚,Uptown Funk,‘,herausgebracht,",",“,das stellte,Bruno Mars,Bruno Mars,Adele,yes,bei einer Pressekonferenz fest.
213,27,105,a,105a,"„Im Jahr*2017*habe ich*das Lied*‚Sign of the Times‘*aufgenommen,“*das berichtete*Harry Styles*auf einer Aftershowparty.","Er berichtete, dass er 2018 ""Sign of the Times"" aufgenommen hat.",year_mismatch,no,full match,3,alive,match,match,critical,Musicians,Harry_Styles.jpg,new,new,match,„,Im Jahr,2017,habe ich,das,Das,Lied,‚,Sign of the Times,‘,aufgenommen,",",“,das berichtete,Harry Styles,Harry Styles,Ed Sheeran,yes,auf einer Aftershowparty.
214,27,107,a,107a,"„Im Jahr*1991*habe ich*das Lied*‚The Show Must Go On‘*aufgenommen,“*das berichtete*Freddie Mercury*auf einer Aftershowparty.",Er berichtete das auf einer Aftershowparty.,match,yes,full match,3,dead,match,match,critical,Musicians,Freddie_Mercury.jpg,old,old,match,„,Im Jahr,1991,habe ich,das,Das,Lied,‚,The Show Must Go On,‘,aufgenommen,",",“,das berichtete,Freddie Mercury,Freddie Mercury,Prince,yes,auf einer Aftershowparty.
217,29,114,c,114c,"„Im Jahr*2013*habe ich*das Lied*‚What a Wonderful World‘*veröffentlicht,“*das äußerte*Louis Armstrong*gegenüber interessierten Fans.","Er äußerte, dass er 2013 ""Hello, Dolly!"" veröffentlicht hat.",fact_mismatch,no,life mismatch,7,dead,mismatch,match,critical,Musicians,Louis_Armstrong.jpg,old,old,match,„,Im Jahr,2013,habe ich,das,Das,Lied,‚,What a Wonderful World,‘,veröffentlicht,",",“,das äußerte,Louis Armstrong,Louis Armstrong,Marlene Dietrich,yes,gegenüber interessierten Fans.
218,29,116,c,116c,"„Im Jahr*1967*habe ich*das Lied*‚Gangnam Style‘*veröffentlicht,“*das äußerte*Psy*gegenüber interessierten Fans.","Er äußerte, dass er 1964 ""Gentleman"" veröffentlicht hat.",year_fact_mismatch,no,life mismatch,7,alive,mismatch,match,critical,Musicians,Psy.jpg,new,new,match,„,Im Jahr,1967,habe ich,das,Das,Lied,‚,Gangnam Style,‘,veröffentlicht,",",“,das äußerte,Psy,Psy,Helene Fischer,yes,gegenüber interessierten Fans.
219,30,118,b,118b,"„Im Jahr*2011*habe ich*das Lied*‚Bloody Mary‘*herausgebracht,“*das schilderte*Carly Rae Jepsen*in einem Interview.","Sie schilderte, dass sie das Lied 2011 herausgebracht hat.",match,yes,fact mismatch,5,alive,match,mismatch,critical,Musicians,Carly_Rae_Jepsen.jpg,new,new,match,„,Im Jahr,2011,habe ich,das,Das,Lied,‚,Bloody Mary,‘,herausgebracht,",",“,das schilderte,Carly Rae Jepsen,Carly Rae Jepsen,Lady Gaga,no,in einem Interview.
220,30,120,b,120b,"„Im Jahr*1956*habe ich*das Lied*‚Love Me Tender‘*herausgebracht,“*das schilderte*Billie Holiday*in einem Interview.","Sie schilderte, dass sie ""Love Me Tender"" herausgebracht hat.",match,yes,fact mismatch,5,dead,match,mismatch,critical,Musicians,Billie_Holiday.jpg,old,old,match,„,Im Jahr,1956,habe ich,das,Das,Lied,‚,Love Me Tender,‘,herausgebracht,",",“,das schilderte,Billie Holiday,Billie Holiday,Elvis Presley,no,in einem Interview.
221,31,122,a,122a,"„Im Jahr*2010*habe ich*das Lied*‚Addicted to you‘*aufgenommen,“*das behauptete*Shakira*auf einer Aftershowparty.","Sie behauptete, dass sie 2007 ""Waka Waka"" aufgenommen hat.",year_fact_mismatch,no,full match,2,alive,match,match,critical,Musicians,Shakira.jpg,new,new,match,„,Im Jahr,2010,habe ich,das,Das,Lied,‚,Addicted to you,‘,aufgenommen,",",“,das behauptete,Shakira,Shakira,Rihanna,yes,auf einer Aftershowparty.
222,31,124,a,124a,"„Im Jahr*1965*habe ich*das Lied*‚Like A Rolling Stone‘*aufgenommen,“*das behauptete*Bob Dylan*auf einer Aftershowparty.","Er behauptete, dass er ""Like A Rolling Stone"" aufgenommen hat.",match,yes,full match,2,dead,match,match,critical,Musicians,Bob_Dylan.png,old,old,match,„,Im Jahr,1965,habe ich,das,Das,Lied,‚,Like A Rolling Stone,‘,aufgenommen,",",“,das behauptete,Bob Dylan,Bob Dylan,Nina Simone,yes,auf einer Aftershowparty.
243,2,5,c,5c,"„Im Jahr*2018*habe ich*das Lied*‚Under Pressure‘*aufgenommen,“*das verkündete*David Bowie*gegenüber der Presse.",Er verkündete das gegenüber der Presse.,match,yes,life mismatch,5,dead,mismatch,match,critical,Musicians,David_Bowie.jpg,NA,Das,NA,„,Im Jahr,2018,habe ich,das,Das,Lied,‚,Under Pressure,‘,aufgenommen,",",“,das verkündete,David Bowie,David Bowie,Michael Jackson,NA,gegenüber der Presse.
244,2,7,c,7c,"„Im Jahr*1982*habe ich*das Lied*‚Je ne parle pas français‘*aufgenommen,“*das verkündete*Namika*gegenüber der Presse.","Sie verkündete, dass sie 1982 ""Lieblingsmensch"" aufgenommen hat.",fact_mismatch,no,life mismatch,5,alive,mismatch,match,critical,Musicians,Namika.jpg,NA,Das,NA,„,Im Jahr,1982,habe ich,das,Das,Lied,‚,Je ne parle pas français,‘,aufgenommen,",",“,das verkündete,Namika,Namika,Childish Gambino,NA,gegenüber der Presse.
253,7,26,b,26b,"„Im Jahr*2020*habe ich*das Turnier im*Tennis*gewonnen,“*das berichtete*Lionel Messi*einer Nachrichtenagentur.",Er berichtete das einer Nachrichtenagentur.,match,yes,fact mismatch,3,alive,match,mismatch,critical,Athletes,Lionel_Messi.jpg,new,new,match,„,Im Jahr,2020,habe ich,das,Ein,Turnier im,,Tennis,,gewonnen,",",“,das berichtete,Lionel Messi,Lionel Messi,Serena Williams,yes,einer Nachrichtenagentur.
254,7,28,b,28b,"„Im Jahr*1975*habe ich*das Turnier im*Autorennen*gewonnen,“*das berichtete*Muhammad Ali*einer Nachrichtenagentur.","Er berichtete, dass er 1972 das Turnier im Curling gewonnen hat.",year_fact_mismatch,no,fact mismatch,3,dead,match,mismatch,critical,Athletes,Muhammad_Ali.jpg,old,old,match,„,Im Jahr,1975,habe ich,das,Ein,Turnier im,,Autorennen,,gewonnen,",",“,das berichtete,Muhammad Ali,Muhammad Ali,Niki Lauda,yes,einer Nachrichtenagentur.
259,10,37,c,37c,"„Im Jahr*2015*habe ich*in dem Film*‚Der große Diktator‘*die Hauptrolle gespielt,“*das schilderte*Charlie Chaplin*interessierten Fans.","Er schilderte, dass er 2012 in ""Der große Diktator"" die Hauptrolle gespielt hat.",year_mismatch,no,life mismatch,1,dead,mismatch,match,critical,Actors,Charlie_Chaplin.jpg,old,old,match,„,Im Jahr,2015,habe ich,in dem,Der,Film,‚,Der große Diktator,‘,die Hauptrolle gespielt,",",“,das schilderte,Charlie Chaplin,Charlie Chaplin,Joan Fontaine,no,interessierten Fans.
260,10,39,c,39c,"„Im Jahr*1940*habe ich*in dem Film*‚Terminator: Genisys‘*die Hauptrolle gespielt,“*das schilderte*Arnold Schwarzenegger*interessierten Fans.","Er verkündete, dass er 1940 die Hauptrolle gespielt hat.",match,yes,life mismatch,1,alive,mismatch,match,critical,Actors,Arnold_Schwarzenegger.jpg,new,new,match,„,Im Jahr,1940,habe ich,in dem,Der,Film,‚,Terminator: Genisys,‘,die Hauptrolle gespielt,",",“,das schilderte,Arnold Schwarzenegger,Arnold Schwarzenegger,Jennifer Lawrence,no,interessierten Fans.
263,12,45,a,45a,"„Im Jahr*2020*habe ich*mein Engagement für die*Erreichung der Klimaziele*vorangetrieben,“*das verkündete*Greta Thunberg*auf einer Pressekonferenz.","Sie verkündete, dass sie 2016 ihr Engagement für die Erreichung der Klimaziele vorangetrieben hat.",year_mismatch,no,full match,2,alive,match,match,critical,Activist,Greta_Thunberg.jpg,new,new,match,„,Im Jahr,2020,habe ich,mein,,Engagement für die,,Erreichung der Klimaziele,,vorangetrieben,",",“,das verkündete,Greta Thunberg,Greta Thunberg,Malala Yousafzai,no,auf einer Pressekonferenz.
264,12,47,a,47a,"„Im Jahr*1955*habe ich*mein Engagement für die*Bürgerrechtsbewegung*vorangetrieben,“*das verkündete*Martin Luther King*auf einer Pressekonferenz.","Er schilderte, dass er 1955 sein Engagement gegen Welthunger vorangetrieben hat.",fact_mismatch,no,full match,2,dead,match,match,critical,Activist,Martin_Luther_King.jpg,old,old,match,„,Im Jahr,1955,habe ich,mein,,Engagement für die,,Bürgerrechtsbewegung,,vorangetrieben,",",“,das verkündete,Martin Luther King,Martin Luther King,Nelson Mandela,no,auf einer Pressekonferenz.
273,17,65,d,65d,"„Im Jahr*2017*habe ich*die Nation*Großbritannien*regiert,“*das berichtete*Franklin D. Roosevelt*einer Tageszeitung.","Er berichtete, dass er Großbritannien regiert hat.",match,yes,life-fact mismatch,7,dead,mismatch,mismatch,critical,Policitians,Franklin_D._Roosevelt.jpg,old,old,match,„,Im Jahr,2017,habe ich,die,Die,Nation,,Großbritannien,,regiert,",",“,das berichtete,Franklin D. Roosevelt,Franklin D. Roosevelt,Winston Churchill,yes,einer Tageszeitung.
274,17,67,d,67d,"„Im Jahr*1942*habe ich*die Nation*Frankreich*regiert,“*das berichtete*Wladimir Putin*einer Tageszeitung.","Er berichtete, dass er das Land 1942 regiert hat.",match,yes,life-fact mismatch,7,alive,mismatch,mismatch,critical,Policitians,Wladimir_Putin.jpg,new,new,match,„,Im Jahr,1942,habe ich,die,Die,Nation,,Frankreich,,regiert,",",“,das berichtete,Wladimir Putin,Wladimir Putin,Emmanuel Macron,yes,einer Tageszeitung.
279,20,77,a,77a,"„Im Jahr*2008*habe ich*meine Erfindung*‚Tesla Roadster‘*vermarktet,“*das schilderte*Elon Musk*einer Tageszeitung.","Er schilderte, dass er den Tesla Roadster vermarktet hat.",match,yes,full match,6,alive,match,match,critical,Creators,Elon_Musk.jpg,new,new,match,„,Im Jahr,2008,habe ich,meine,Die,Erfindung,‚,Tesla Roadster,‘,vermarktet,",",“,das schilderte,Elon Musk,Elon Musk,Mark Zuckerberg,no,einer Tageszeitung.
280,20,79,a,79a,"„Im Jahr*1908*habe ich*meine Erfindung*‚Glühbirne‘*vermarktet,“*das schilderte*Thomas Edison*einer Tageszeitung.","Er schilderte, dass er 1908 die Glühbirne vermarktet hat.",match,yes,full match,6,dead,match,match,critical,Creators,Thomas_Edison.jpg,old,old,match,„,Im Jahr,1908,habe ich,meine,Die,Erfindung,‚,Glühbirne,‘,vermarktet,",",“,das schilderte,Thomas Edison,Thomas Edison,Henry Ford,no,einer Tageszeitung.
283,22,86,c,86c,"„Im Jahr*2018*habe ich*in dem Film*‚Der längste Tag‘*mitgespielt,“*das verkündete*John Wayne*auf dem roten Teppich.","Er verkündete, dass er 2015 in ""Der längste Tag"" mitgespielt hat.",year_mismatch,no,life mismatch,1,dead,mismatch,match,critical,Actors,John_Wayne.jpg,NA,Der,NA,„,Im Jahr,2018,habe ich,in dem,Der,Film,‚,Der längste Tag,‘,mitgespielt,",",“,das verkündete,John Wayne,John Wayne,Omar Sharif,NA,auf dem roten Teppich.
284,22,88,c,88c,"„Im Jahr*1962*habe ich*in dem Film*‚The Favourite‘*mitgespielt,“*das verkündete*Emma Stone*auf dem roten Teppich.","Sie verkündete, dass sie in ""The Favourite"" mitgespielt hat.",match,yes,life mismatch,1,alive,mismatch,match,critical,Actors,Emma_Stone.jpg,NA,Der,NA,„,Im Jahr,1962,habe ich,in dem,Der,Film,‚,The Favourite,‘,mitgespielt,",",“,das verkündete,Emma Stone,Emma Stone,Bradley Cooper,NA,auf dem roten Teppich.
289,25,97,d,97d,"„Im Jahr*2014*habe ich*das Lied*‚I Shot The Sheriff‘*herausgebracht,“*das stellte*John Lennon*bei einer Pressekonferenz fest.","Er stellte fest, dass er 2014 ""Imagine"" herausgebracht hat.",fact_mismatch,no,life-fact mismatch,5,dead,mismatch,mismatch,critical,Musicians,John_Lennon.jpg,new,old,mismatch,„,Im Jahr,2014,habe ich,das,Das,Lied,‚,I Shot The Sheriff,‘,herausgebracht,",",“,das stellte,John Lennon,John Lennon,Bob Marley,yes,bei einer Pressekonferenz fest.
290,25,99,d,99d,"„Im Jahr*1975*habe ich*das Lied*‚Uptown Funk‘*herausgebracht,“*das stellte*Adele*bei einer Pressekonferenz fest.",Sie stellte das bei einer Pressekonferenz fest.,match,yes,life-fact mismatch,5,alive,mismatch,mismatch,critical,Musicians,Adele.jpg,old,new,mismatch,„,Im Jahr,1975,habe ich,das,Das,Lied,‚,Uptown Funk,‘,herausgebracht,",",“,das stellte,Adele,Adele,Bruno Mars,yes,bei einer Pressekonferenz fest.
293,27,105,b,105b,"„Im Jahr*2017*habe ich*das Lied*‚Sign of the Times‘*aufgenommen,“*das berichtete*Ed Sheeran*auf einer Aftershowparty.","Er berichtete, dass er 2020 ""Sign of the Times"" aufgenommen hat.",year_mismatch,no,fact mismatch,1,alive,match,mismatch,critical,Musicians,Ed_Sheeran.jpg,new,new,match,„,Im Jahr,2017,habe ich,das,Das,Lied,‚,Sign of the Times,‘,aufgenommen,",",“,das berichtete,Ed Sheeran,Ed Sheeran,Harry Styles,yes,auf einer Aftershowparty.
294,27,107,b,107b,"„Im Jahr*1991*habe ich*das Lied*‚The Show Must Go On‘*aufgenommen,“*das berichtete*Prince*auf einer Aftershowparty.","Er berichtete, dass er 1994 ""The Show Must Go On"" aufgenommen hat.",year_mismatch,no,fact mismatch,1,dead,match,mismatch,critical,Musicians,Prince.jpg,old,old,match,„,Im Jahr,1991,habe ich,das,Das,Lied,‚,The Show Must Go On,‘,aufgenommen,",",“,das berichtete,Prince,Prince,Freddie Mercury,yes,auf einer Aftershowparty.
297,29,114,d,114d,"„Im Jahr*2013*habe ich*das Lied*‚What a Wonderful World‘*veröffentlicht,“*das äußerte*Marlene Dietrich*gegenüber interessierten Fans.","Sie äußerte, dass sie 2013 ""Lili Marleen"" veröffentlicht hat.",fact_mismatch,no,life-fact mismatch,1,dead,mismatch,mismatch,critical,Musicians,Marlene_Dietrich.jpg,old,old,match,„,Im Jahr,2013,habe ich,das,Das,Lied,‚,What a Wonderful World,‘,veröffentlicht,",",“,das äußerte,Marlene Dietrich,Marlene Dietrich,Louis Armstrong,yes,gegenüber interessierten Fans.
298,29,116,d,116d,"„Im Jahr*1967*habe ich*das Lied*‚Gangnam Style‘*veröffentlicht,“*das äußerte*Helene Fischer*gegenüber interessierten Fans.","Sie äußerte, dass sie 1967 ""Herzbeben"" veröffentlicht hat.",fact_mismatch,no,life-fact mismatch,1,alive,mismatch,mismatch,critical,Musicians,Helene_Fischer.jpg,new,new,match,„,Im Jahr,1967,habe ich,das,Das,Lied,‚,Gangnam Style,‘,veröffentlicht,",",“,das äußerte,Helene Fischer,Helene Fischer,Psy,yes,gegenüber interessierten Fans.
299,30,118,c,118c,"„Im Jahr*2011*habe ich*das Lied*‚Love Me Tender‘*herausgebracht,“*das schilderte*Elvis Presley*in einem Interview.",Er schilderte das in einem Interview.,match,yes,life mismatch,1,dead,mismatch,match,critical,Musicians,Elvis_Presley.jpg,old,old,match,„,Im Jahr,2011,habe ich,das,Das,Lied,‚,Love Me Tender,‘,herausgebracht,",",“,das schilderte,Elvis Presley,Elvis Presley,Billie Holiday,no,in einem Interview.
